us,cadillac,1
us,caldwell,1
us,california city,4
us,cambridge,1
us,cameron park,1
us,camp verde,1
us,campbellsville,2
us,canon city,6
us,canton,3
us,canyon,18
us,canyon lake,1
us,cape girardeau,1
us,carlsbad,1
us,casper,2
us,cedar city,6
us,cedar rapids,2
us,cedartown,1
us,centerville,1
us,central point,1
us,champlin,1
us,chandler,1
us,cheyenne,2
us,chickasha,1
us,chino valley,2
us,cimarron hills,2
us,cleburne,2
us,clemson,1
us,clinton,3
us,clovis,10
us,coffeyville,1
us,cohoes,1
us,college station,1
us,columbus,4
us,commerce city,1
us,cookeville,4
us,copperas cove,2
us,cordele,1
us,corinth,1
us,corrales,1
us,corsicana,1
us,cortez,4
us,cottonwood,2
us,crossville,1
us,cumberland,1
us,dallas,1
us,dalton,2
us,danville,1
us,dayton,1
us,del rio,2
us,deming,1
us,denham springs,1
us,derby,2
us,desoto,1
us,destin,1
us,dickinson,3
us,dickson,1
us,dodge city,6
us,drexel heights,5
us,dublin,1
us,dumas,13
us,duncan,1
us,durant,2
us,east wenatchee bench,2
us,eatonton,1
us,eden,4
us,el dorado,1
us,el reno,1
us,elk city,2
us,elko,2
us,eloy,2
us,emporia,5
us,enid,4
us,erie,1
us,eufaula,1
us,eustis,1
us,evans,1
us,evanston,1
us,fairbanks,1
us,fairborn,1
us,fairfield,1
us,fallon,23
us,farmington,2
us,farragut,1
us,fayetteville,1
us,fernley,19
us,flagstaff,1
us,flowing wells,1
us,fort morgan,12
us,fort payne,1
us,fort smith,3
us,fortuna foothills,1
us,fountain hills,2
us,frankfort,2
us,franklin park,1
us,fredericksburg,1
us,gahanna,1
us,gainesville,4
us,galesburg,1
us,gallatin,1
us,gallup,1
us,galt,1
us,garden city,14
us,gatesville,2
us,geneva,1
us,georgetown,1
us,gillette,1
us,gladstone,1
us,glasgow,3
us,glenwood springs,1
us,gloversville,1
us,golden,4
us,grafton,5
us,grand forks,2
us,grand island,2
us,grants,5
us,great bend,10
us,greeley,1
us,green valley,6
us,greeneville,2
us,greensburg,2
us,greenville,1
us,griffin,2
us,guthrie,2
us,guymon,13
us,hamilton,1
us,hanover,1
us,harrison,1
us,harrisonburg,1
us,harrisonville,4
us,hartselle,1
us,harvard,2
us,hastings,3
us,hayesville,1
us,hays,32
us,haysville,2
us,helena,1
us,henderson,1
us,hereford,15
us,hermiston,1
us,hilo,2
us,hobbs,7
us,holland,1
us,hollins,1
us,honolulu,2
us,hope,1
us,hopkinsville,1
us,huntington,2
us,huntsville,1
us,huron,2
us,hutchinson,8
us,imperial,3
us,independence,2
us,iowa city,1
us,ironton,1
us,jackson,1
us,jacksonville,1
us,jamestown,1
us,jasper,2
us,jennings,1
us,jerome,1
us,johnson city,2
us,johnstown,1
us,junction city,2
us,kansas city,1
us,kaukauna,1
us,kearney,9
us,kerrville,3
us,kewanee,1
us,kingman,24
us,klamath falls,1
us,knoxville,1
us,kokomo,1
us,kyle,1
us,la crosse,1
us,la plata,1
us,la quinta,1
us,lafayette,1
us,lake havasu city,24
us,lamar,23
us,lamesa,9
us,lancaster,2
us,laredo,1
us,las cruces,1
us,las vegas,2
us,laurens,1
us,lawrence,2
us,lawton,2
us,leander,2
us,lebanon,2
us,lenoir,1
us,leon valley,2
us,levelland,12
us,lewisburg,1
us,lewiston,1
us,lewistown,3
us,lewisville,1
us,lexington,15
us,lexington park,2
us,liberal,6
us,lincoln,3
us,livingston,1
us,lockport,1
us,lorton,1
us,los lunas,4
us,louisville,1
us,loveland,1
us,lovington,7
us,lubbock,6
us,madison,1
us,mandan,1
us,manhattan,2
us,marana,2
us,marquette,1
us,marshall,1
us,marshfield,1
us,martin,1
us,maryville,2
us,mason city,1
us,menomonie,1
us,mercedes,1
us,meridian,1
us,michigan city,1
us,midland,2
us,midlothian,1
us,mint hill,1
us,mitchell,2
us,monroe,1
us,montrose,1
us,morganton,2
us,morristown,1
us,mountain home,2
us,murfreesboro,1
us,murray,1
us,muscle shoals,2
us,naples park,1
us,natchitoches,1
us,new orleans,1
us,newberry,1
us,newport,1
us,newton,4
us,niagara falls,1
us,nixa,1
us,noblesville,1
us,nome,1
us,norfolk,1
us,north platte,14
us,northampton,1
us,oak ridge,2
us,odessa,1
us,omaha,1
us,oneonta,1
us,ontario,1
us,orange cove,1
us,orlando,1
us,oshkosh,1
us,ottawa,2
us,overland park,1
us,oxford,1
us,oxnard,1
us,paducah,2
us,pahrump,22
us,palmdale,1
us,pampa,8
us,paradise,1
us,paragould,1
us,paris,4
us,park forest,1
us,payson,5
us,pecos,4
us,peekskill,2
us,phoenix,1
us,pierre,5
us,pittsburgh,1
us,placerville,1
us,plainview,42
us,platteville,3
us,plover,1
us,plymouth,3
us,ponca city,1
us,poplar bluff,1
us,portage,2
us,portales,143
us,porterville,1
us,portland,1
us,prescott,2
us,prescott valley,1
us,price,2
us,pueblo,2
us,pullman,1
us,quartz hill,1
us,quincy,1
us,radford,2
us,rapid valley,3
us,raton,13
us,redlands,2
us,republic,2
us,richmond,1
us,ridgecrest,23
us,river falls,1
us,roanoke rapids,1
us,robinson,1
us,rock hill,1
us,rock springs,1
us,rocky mount,2
us,rolla,1
us,rome,1
us,roswell,2
us,ruidoso,3
us,rumford,1
us,russellville,2
us,safford,5
us,saginaw,1
us,saint george,2
us,saint joseph,3
us,saint peter,1
us,salem,1
us,salina,4
us,san angelo,6
us,san antonio,2
us,san juan capistrano,1
us,sand springs,1
us,sanford,1
us,santa fe,2
us,saraland,1
us,schenectady,1
us,scottsbluff,9
us,seagoville,1
us,searcy,1
us,seguin,3
us,selma,2
us,sevierville,1
us,seymour,1
us,shasta lake,1
us,shelby,2
us,shelbyville,1
us,sherman,2
us,shiloh,1
us,sierra vista,5
us,silver city,2
us,sioux falls,1
us,snyder,6
us,socorro,6
us,somerset,3
us,south bend,1
us,south lake tahoe,1
us,south lyon,1
us,spartanburg,1
us,spearfish,2
us,spencer,1
us,spring valley,16
us,springfield,1
us,springville,1
us,starkville,1
us,state college,1
us,statesboro,5
us,staunton,2
us,stephenville,3
us,sterling,26
us,stillwater,2
us,storm lake,1
us,stratford,1
us,sturgeon bay,1
us,stuttgart,1
us,sumter,1
us,sun city west,4
us,sunland park,1
us,sunrise manor,3
us,sweetwater,1
us,sylacauga,1
us,tacoma,1
us,tahlequah,1
us,taos,3
us,taylor,1
us,taylorville,1
us,temple,2
us,tooele,2
us,torrington,5
us,trinidad,1
us,troy,1
us,trumbull,1
us,truth or consequences,2
us,tucson,1
us,tucumcari,8
us,tupelo,2
us,twentynine palms,10
us,uvalde,1
us,valley station,2
us,vernon,3
us,victoria,3
us,vidalia,1
us,waldoboro,1
us,walker,1
us,wapakoneta,1
us,washington,1
us,washougal,1
us,waycross,1
us,waynesboro,1
us,weatherford,5
us,weiser,1
us,west bend,1
us,west odessa,2
us,west plains,1
us,west wendover,4
us,wethersfield,2
us,wharton,1
us,wichita falls,1
us,williamsport,1
us,williston,1
us,wilmington,1
us,wilson,1
us,winchester,2
us,winder,1
us,windsor,1
us,winfield,1
us,winnemucca,13
us,winslow,3
us,winston-salem,1
us,woodward,5
us,wooster,1
us,worland,1
us,yarmouth,1
us,york,1
us,yuma,1
uy,paso de los toros,1
uy,paysandu,1
uy,salto,2
uz,kogon,1
ve,coro,1
ve,valera,1
vn,hoi an,1
vn,phan rang,1
vn,soc trang,1
ye,lahij,1
za,adelaide,1
za,atlantis,1
za,brakpan,1
za,bredasdorp,1509
za,breyten,1
za,butterworth,1
za,calvinia,1
za,cape town,1
za,carnarvon,1
za,ceres,2
za,colesberg,1
za,cradock,1
za,danielskuil,1
za,de aar,1
za,ellisras,1
za,empangeni,1
za,graaff-reinet,1
za,greytown,1
za,hermanus,1
za,kirkwood,1
za,kokstad,2
za,kroonstad,1
za,kuruman,1
za,lady frere,1
za,lichtenburg,1
za,malmesbury,1
za,molteno,1
za,oudtshoorn,2
za,port alfred,4852
za,port elizabeth,40
za,pretoria,1
za,prieska,3
za,stellenbosch,1
za,thaba nchu,1
za,upington,2
za,warrenton,1
za,willowmore,2
za,winburg,1
zw,bindura,1
zw,chinhoyi,1
zw,masvingo,1
